name,link,id,tags
Bulletin Board,https://www.spoj.com/problems/BULLETIN,BULLETIN,[]
Serial Numbers,https://www.spoj.com/problems/SERIALN,SERIALN,[]
Umnozak,https://www.spoj.com/problems/UMNOZAK,UMNOZAK,[]
Doubled Numbers,https://www.spoj.com/problems/DOUBLE,DOUBLE,[]
Cestarine,https://www.spoj.com/problems/HIGHWAY,HIGHWAY,[]
Stack,https://www.spoj.com/problems/STACK,STACK,[]
Digital Image Recognition,https://www.spoj.com/problems/IMGREC2,IMGREC2,['bubble-cup-7-round-2']
Setnja,https://www.spoj.com/problems/SETNJA,SETNJA,"['big-numbers', 'ad-hoc-1']"
Svada,https://www.spoj.com/problems/SVADA,SVADA,['binary-search']
Round Table,https://www.spoj.com/problems/ROUNDT,ROUNDT,[]
Permutation Code,https://www.spoj.com/problems/PERMCODE,PERMCODE,[]
Scavenger Hunt,https://www.spoj.com/problems/SCAVHUNT,SCAVHUNT,[]
Stamps,https://www.spoj.com/problems/STAMPS,STAMPS,['ad-hoc-1']
Parking Lot,https://www.spoj.com/problems/PARKINGL,PARKINGL,[]
A Bug’s Life,https://www.spoj.com/problems/BUGLIFE,BUGLIFE,"['graph-theory', 'graph', 'dfs']"
String Shuffle,https://www.spoj.com/problems/SSHUFFLE,SSHUFFLE,['dynamic-programming']
Tourist,https://www.spoj.com/problems/TOURIST,TOURIST,['dynamic-programming']
Highways,https://www.spoj.com/problems/HIGHWAYS,HIGHWAYS,"['shortest-path', 'graph', 'mst']"
Monster Trap,https://www.spoj.com/problems/MONSTER,MONSTER,[]
Yoda Goes Palindromic !,https://www.spoj.com/problems/YODA,YODA,['dynamic-programming']
Changing Maze,https://www.spoj.com/problems/CHMAZE,CHMAZE,['bfs']
Double Near Palindromes,https://www.spoj.com/problems/DNPALIN,DNPALIN,[]
The Knights of the Round Circle,https://www.spoj.com/problems/KNIGHTSR,KNIGHTSR,[]
Tribe Council,https://www.spoj.com/problems/TRIBE2,TRIBE2,[]
Knot or Not,https://www.spoj.com/problems/NOTOKNOT,NOTOKNOT,[]
Lagrange’s Four-Square Theorem,https://www.spoj.com/problems/LAGRANGE,LAGRANGE,['ad-hoc-1']
Almost Shortest Path,https://www.spoj.com/problems/SAMER08A,SAMER08A,"['graph-theory', 'shortest-path', 'dijkstra-s-algorithm']"
Bases,https://www.spoj.com/problems/SAMER08B,SAMER08B,[]
Candy,https://www.spoj.com/problems/SAMER08C,SAMER08C,['dynamic-programming']
DNA Sequences,https://www.spoj.com/problems/SAMER08D,SAMER08D,['dynamic-programming']
Electricity,https://www.spoj.com/problems/SAMER08E,SAMER08E,[]
Feynman,https://www.spoj.com/problems/SAMER08F,SAMER08F,[]
Pole Position,https://www.spoj.com/problems/SAMER08G,SAMER08G,[]
Higgs Boson,https://www.spoj.com/problems/SAMER08H,SAMER08H,[]
Traveling Shoemaker Problem,https://www.spoj.com/problems/SAMER08I,SAMER08I,[]
Bora Bora,https://www.spoj.com/problems/SAMER08J,SAMER08J,[]
Shrinking Polygons,https://www.spoj.com/problems/SAMER08K,SAMER08K,['bubble-cup-6-round-1']
Falling Ice,https://www.spoj.com/problems/FALLINGI,FALLINGI,[]
Ouroboros Snake,https://www.spoj.com/problems/OROSNAKE,OROSNAKE,[]
Histogram,https://www.spoj.com/problems/HIST2,HIST2,"['dynamic-programming', 'bitmasks']"
The last digit,https://www.spoj.com/problems/LASTDIG,LASTDIG,"['number-theory', 'ad-hoc-1']"
SkyScrapers,https://www.spoj.com/problems/CEPC08B,CEPC08B,[]
Song Contest,https://www.spoj.com/problems/SONG,SONG,[]
The Skatepark´s New Ramps,https://www.spoj.com/problems/RAMP,RAMP,[]
Robintron,https://www.spoj.com/problems/ROBIN,ROBIN,[]
Clock,https://www.spoj.com/problems/CLOCK1,CLOCK1,[]
Drive through MegaCity,https://www.spoj.com/problems/DRIVE,DRIVE,[]
Another Longest Common Subsequence Problem,https://www.spoj.com/problems/CS,CS,[]
Deposit,https://www.spoj.com/problems/DEPOSIT,DEPOSIT,['math']
Baby,https://www.spoj.com/problems/BABY,BABY,"['dynamic-programming', 'bitmasks']"
Begin,https://www.spoj.com/problems/BEGIN,BEGIN,[]
Crossbits,https://www.spoj.com/problems/CROSSBIT,CROSSBIT,['bubble-cup-8-round-1']
Disputes,https://www.spoj.com/problems/DISPUTES,DISPUTES,[]
Elimination,https://www.spoj.com/problems/ELIM,ELIM,[]
The  Top-Code,https://www.spoj.com/problems/TOPCODE,TOPCODE,[]
Hidden Triangle,https://www.spoj.com/problems/HIDTRI,HIDTRI,[]
Braille Transcription,https://www.spoj.com/problems/BRAILLE,BRAILLE,[]
The Nobel Thief,https://www.spoj.com/problems/NBLTHIEF,NBLTHIEF,[]
Prime Number Theorem,https://www.spoj.com/problems/CPRIME,CPRIME,['number-theory']
Game on board,https://www.spoj.com/problems/BGAME,BGAME,[]
Matrica,https://www.spoj.com/problems/MATRICA,MATRICA,[]
Binary Search Tree,https://www.spoj.com/problems/BST,BST,[]
Najkraci,https://www.spoj.com/problems/NAJKRACI,NAJKRACI,[]
Choosing Gloves,https://www.spoj.com/problems/GLOVE,GLOVE,[]
Boy Scouts,https://www.spoj.com/problems/BOYSCOUT,BOYSCOUT,[]
Parity,https://www.spoj.com/problems/PARITY,PARITY,[]
Hashing,https://www.spoj.com/problems/HASH,HASH,[]
Disjoint Paths,https://www.spoj.com/problems/DISJPATH,DISJPATH,['max-flow']
Tree Similarity,https://www.spoj.com/problems/TREESIM,TREESIM,[]
Restaurant Tab,https://www.spoj.com/problems/RSTAURNT,RSTAURNT,[]
Prime Again ,https://www.spoj.com/problems/PAGAIN,PAGAIN,[]
Patting Heads,https://www.spoj.com/problems/PATHEADS,PATHEADS,"['number-theory', 'sorting']"
Minimum Rotations,https://www.spoj.com/problems/MINMOVE,MINMOVE,[]
Word Counting,https://www.spoj.com/problems/WORDCNT,WORDCNT,[]
Lucky Numbers,https://www.spoj.com/problems/LUCKYNUM,LUCKYNUM,[]
Hanoi Subway System Construction,https://www.spoj.com/problems/HNSUBWAY,HNSUBWAY,[]
Earthquakes,https://www.spoj.com/problems/EARTHQK,EARTHQK,[]
Pretty Printing,https://www.spoj.com/problems/PRETTYP,PRETTYP,[]
Traffic Network,https://www.spoj.com/problems/TRAFFICN,TRAFFICN,"['graph-theory', 'number-theory', 'shortest-path', 'dijkstra-s-algorithm']"
Winning Strategy,https://www.spoj.com/problems/WINSTRAT,WINSTRAT,[]
Farthest Headquarters,https://www.spoj.com/problems/HEADQRT,HEADQRT,[]
Adventure Tourism,https://www.spoj.com/problems/ATOURISM,ATOURISM,[]
Cattle Bruisers,https://www.spoj.com/problems/CATTLEB,CATTLEB,[]
Moo University - Emergency Pizza Order,https://www.spoj.com/problems/MOOPIZZA,MOOPIZZA,[]
Maximum Sum,https://www.spoj.com/problems/KGSS,KGSS,['tree']
Primitive Root,https://www.spoj.com/problems/PROOT,PROOT,[]
Snooker,https://www.spoj.com/problems/SNOOKER,SNOOKER,[]
Rainbow Ride,https://www.spoj.com/problems/RAINBOW,RAINBOW,['graph-theory']
Taming a T-REX,https://www.spoj.com/problems/TREX,TREX,[]
Slikar,https://www.spoj.com/problems/SLIKAR,SLIKAR,[]
Trezor,https://www.spoj.com/problems/TREZOR,TREZOR,[]
Periodni,https://www.spoj.com/problems/PERIODNI,PERIODNI,[]
Subset Sums,https://www.spoj.com/problems/SUBSUMS,SUBSUMS,"['binary-search', 'bitmasks']"
GONDOR,https://www.spoj.com/problems/GONDOR,GONDOR,[]
MAJMUN,https://www.spoj.com/problems/MAJMUN,MAJMUN,[]
Bread Tree,https://www.spoj.com/problems/BRTREE,BRTREE,['simulations']
George,https://www.spoj.com/problems/GEORGE,GEORGE,"['shortest-path', 'dijkstra-s-algorithm']"
Street,https://www.spoj.com/problems/STREET,STREET,['dynamic-programming']
Lubenica,https://www.spoj.com/problems/LUBEN,LUBEN,[]
Kruska,https://www.spoj.com/problems/KRUS,KRUS,[]
Tresnja,https://www.spoj.com/problems/TRES,TRES,[]
Laser Phones,https://www.spoj.com/problems/MLASERP,MLASERP,['bfs']
Area of circles,https://www.spoj.com/problems/VCIRCLES,VCIRCLES,[]
Reljef,https://www.spoj.com/problems/RELJEF,RELJEF,[]
Finding Palindromes,https://www.spoj.com/problems/VPALIN,VPALIN,[]
Who is The Boss,https://www.spoj.com/problems/VBOSS,VBOSS,['dynamic-programming']
Total Flow,https://www.spoj.com/problems/MTOTALF,MTOTALF,['max-flow']
Military Story,https://www.spoj.com/problems/VMILI,VMILI,"['geometry', 'convex-hull']"
GCD Extreme,https://www.spoj.com/problems/GCDEX,GCDEX,['number-theory']
Party At School,https://www.spoj.com/problems/VPARTY,VPARTY,[]
Tablica,https://www.spoj.com/problems/TABLIC,TABLIC,[]
Cvjetici,https://www.spoj.com/problems/CVJETICI,CVJETICI,['bitmasks']
Rectangles Perimeter,https://www.spoj.com/problems/MMAXPER,MMAXPER,['dynamic-programming']
Majstor,https://www.spoj.com/problems/MAJSTOR,MAJSTOR,[]
Cijevi,https://www.spoj.com/problems/CIJEVI,CIJEVI,[]
LATGACH3,https://www.spoj.com/problems/M3TILE,M3TILE,"['dynamic-programming', 'bitmasks']"
When (You Believe),https://www.spoj.com/problems/WHEN,WHEN,['bubble-cup-9-round-2']
Coins Game,https://www.spoj.com/problems/MCOINS,MCOINS,['dynamic-programming']
Closest Number,https://www.spoj.com/problems/MCLONUM,MCLONUM,[]
Rectangles  Counting,https://www.spoj.com/problems/MRECTCNT,MRECTCNT,[]
Maximal Independent Set,https://www.spoj.com/problems/MAXISET,MAXISET,[]
Convex Polygons,https://www.spoj.com/problems/CVXPOLY,CVXPOLY,[]
Even Palindrome,https://www.spoj.com/problems/PALDR,PALDR,[]
Finding Fractions,https://www.spoj.com/problems/FINFRAC,FINFRAC,[]
MinCut Query,https://www.spoj.com/problems/MCQUERY,MCQUERY,[]
Fight with functions,https://www.spoj.com/problems/FWFUNC,FWFUNC,['bubble-cup-7-round-2']
"CALCULATE POW(2004,X) MOD 29",https://www.spoj.com/problems/MMOD29,MMOD29,[]
Color a tree,https://www.spoj.com/problems/MTREECOL,MTREECOL,[]
Star Polygon or Not,https://www.spoj.com/problems/MPOLSTAR,MPOLSTAR,[]
Lucius Dungeon,https://www.spoj.com/problems/BYTESE1,BYTESE1,[]
The Great Ball,https://www.spoj.com/problems/BYTESE2,BYTESE2,['ad-hoc-1']
Mystical River,https://www.spoj.com/problems/BYTESM1,BYTESM1,[]
Philosophers Stone,https://www.spoj.com/problems/BYTESM2,BYTESM2,['dynamic-programming']
Filchs Dilemna,https://www.spoj.com/problems/BYTESH1,BYTESH1,[]
Manhattan Wire,https://www.spoj.com/problems/MMAHWIRE,MMAHWIRE,[]
Polygon on the Grid,https://www.spoj.com/problems/MPOLGRID,MPOLGRID,[]
Counting Digits,https://www.spoj.com/problems/MDIGITS,MDIGITS,['ad-hoc-1']
Different Digits,https://www.spoj.com/problems/MDIGITS1,MDIGITS1,[]
Group Partition,https://www.spoj.com/problems/MPART,MPART,[]
Maximum Triangle Area,https://www.spoj.com/problems/MTRIAREA,MTRIAREA,[]
Point Connection Game in a Circle,https://www.spoj.com/problems/MCIRGAME,MCIRGAME,"['number-theory', 'probability-theory', 'big-numbers', 'dynamic-programming', 'bitmasks', 'disjoint-set-2']"
Minimum Permutation,https://www.spoj.com/problems/MMINPER,MMINPER,[]
Recaman’s Sequence,https://www.spoj.com/problems/MRECAMAN,MRECAMAN,['ad-hoc-1']
SHIFT Operator on Matrix,https://www.spoj.com/problems/MMATRIX,MMATRIX,['brute-force']
Repair City Hall,https://www.spoj.com/problems/MCITYHAL,MCITYHAL,[]
Wooden Sticks,https://www.spoj.com/problems/MSTICK,MSTICK,[]
Search of Concatenated Strings,https://www.spoj.com/problems/MCONSTR,MCONSTR,[]
Sum of Primes,https://www.spoj.com/problems/MPRIME1,MPRIME1,[]
Kth Shortest Path,https://www.spoj.com/problems/MKTHPATH,MKTHPATH,[]
Nested Dolls,https://www.spoj.com/problems/MDOLLS,MDOLLS,[]
K-th Number,https://www.spoj.com/problems/MKTHNUM,MKTHNUM,"['sorting', 'tree']"
Polynomial Evaluation - Angry Teacher,https://www.spoj.com/problems/MPOLEVAL,MPOLEVAL,[]
Paid Roads,https://www.spoj.com/problems/MMINPAID,MMINPAID,"['dynamic-programming', 'bfs', 'bitmasks']"
Investment Money,https://www.spoj.com/problems/MINVEST,MINVEST,"['knapsack', 'dynamic-programming']"
Minimax Triangulation,https://www.spoj.com/problems/MMINMAX,MMINMAX,[]
M&M Game,https://www.spoj.com/problems/MMMGAME,MMMGAME,[]
Convert to Decimal Base System,https://www.spoj.com/problems/MCONVERT,MCONVERT,['big-numbers']
Stargates,https://www.spoj.com/problems/STARGATE,STARGATE,[]
0 0 Pairs,https://www.spoj.com/problems/M00PAIR,M00PAIR,['dynamic-programming']
Another Tree Problem ,https://www.spoj.com/problems/MTREE,MTREE,['tree']
Most Servings Meal,https://www.spoj.com/problems/MKUHAR,MKUHAR,"['math', 'binary-search']"
Police Query,https://www.spoj.com/problems/POLQUERY,POLQUERY,[]
Distance Query,https://www.spoj.com/problems/DISQUERY,DISQUERY,"['graph-theory', 'tree']"
Whirligig number,https://www.spoj.com/problems/MZVRK,MZVRK,['ad-hoc-1']
Point Visible,https://www.spoj.com/problems/MPOINT,MPOINT,[]
Shortest Regular Bracket  ,https://www.spoj.com/problems/MBRACKET,MBRACKET,[]
String problem,https://www.spoj.com/problems/MSTRING,MSTRING,['dynamic-programming']
Right Triangle Counting ,https://www.spoj.com/problems/RIGHTTRI,RIGHTTRI,['binary-search']
FROGGER,https://www.spoj.com/problems/FROGGER,FROGGER,[]
GALLUP,https://www.spoj.com/problems/GALLUP,GALLUP,[]
Subway planning,https://www.spoj.com/problems/SUBWAYPL,SUBWAYPL,[]
Exploding CPU,https://www.spoj.com/problems/CPU,CPU,['ad-hoc-1']
Bipalindrome,https://www.spoj.com/problems/MBIPALIN,MBIPALIN,['ad-hoc-1']
Mass of Molecule,https://www.spoj.com/problems/MMASS,MMASS,['ad-hoc-1']
Phone List,https://www.spoj.com/problems/PHONELST,PHONELST,[]
Pizza Delivery,https://www.spoj.com/problems/MDOSTAVA,MDOSTAVA,[]
NERED,https://www.spoj.com/problems/MNERED,MNERED,['dynamic-programming']
Cuckoo Hashing,https://www.spoj.com/problems/CUCKOO,CUCKOO,[]
A game with probability,https://www.spoj.com/problems/KPGAME,KPGAME,[]
Polygon,https://www.spoj.com/problems/MPOLY,MPOLY,"['geometry', 'binary-search']"
Sell Pigs,https://www.spoj.com/problems/MPIGS,MPIGS,[]
Morphing is Fun,https://www.spoj.com/problems/MORPH,MORPH,[]
Two Professors,https://www.spoj.com/problems/TWOPROF,TWOPROF,[]
Tele Broadcast,https://www.spoj.com/problems/MTELE,MTELE,[]
Locomotive,https://www.spoj.com/problems/MTRAIN,MTRAIN,[]
Sum of Vectors,https://www.spoj.com/problems/MVECTOR,MVECTOR,[]
Extend to Palindrome,https://www.spoj.com/problems/EPALIN,EPALIN,[]
Fast Maximum Flow,https://www.spoj.com/problems/FASTFLOW,FASTFLOW,['max-flow']
Euler Totient Function,https://www.spoj.com/problems/ETF,ETF,"['number-theory', 'totient']"
Ellipse,https://www.spoj.com/problems/ELLIPSE,ELLIPSE,[]
OTOCI,https://www.spoj.com/problems/OTOCI,OTOCI,[]
Domino,https://www.spoj.com/problems/DOMINO2,DOMINO2,[]
A1 Road,https://www.spoj.com/problems/MA1,MA1,[]
A conjecture of Paul Erdős,https://www.spoj.com/problems/HS08PAUL,HS08PAUL,['number-theory']
Four colors,https://www.spoj.com/problems/HS08FOUR,HS08FOUR,[]
Square-free integers,https://www.spoj.com/problems/SQFREE,SQFREE,['number-theory']
Multiplicative digital root,https://www.spoj.com/problems/DROOT,DROOT,[]
A Knightly Pursuit,https://www.spoj.com/problems/KPURSUIT,KPURSUIT,[]
Herding,https://www.spoj.com/problems/HERDING,HERDING,['bfs']
Distance on a square lattice,https://www.spoj.com/problems/LATTICE,LATTICE,[]
Temptation Island,https://www.spoj.com/problems/TEMPTISL,TEMPTISL,['dynamic-programming']
Pizza Location,https://www.spoj.com/problems/PIZZALOC,PIZZALOC,['bitmasks']
MELE3,https://www.spoj.com/problems/MELE3,MELE3,"['shortest-path', 'dijkstra-s-algorithm']"
Candy (Again),https://www.spoj.com/problems/FCANDY,FCANDY,"['shortest-path', 'dynamic-programming']"
Cube,https://www.spoj.com/problems/CCCCUBE,CCCCUBE,[]
Break a New RSA system,https://www.spoj.com/problems/HS08CODE,HS08CODE,[]
Amazing equality,https://www.spoj.com/problems/HS08EQ,HS08EQ,[]
Landing,https://www.spoj.com/problems/LANDING,LANDING,[]
Sky Code,https://www.spoj.com/problems/MSKYCODE,MSKYCODE,[]
Another Lucky Numbers,https://www.spoj.com/problems/MSE08G,MSE08G,['ad-hoc-1']
Dominoes,https://www.spoj.com/problems/DOMINOES,DOMINOES,[]
Lego,https://www.spoj.com/problems/LEGO,LEGO,['scc']
Hamster flight,https://www.spoj.com/problems/HAMSTER1,HAMSTER1,"['math', 'binary-search']"
Coder Ratings,https://www.spoj.com/problems/RATING,RATING,['bitmasks']
Brackets Parade,https://www.spoj.com/problems/BRPAR,BRPAR,['math']
Double Queue,https://www.spoj.com/problems/MSE07B,MSE07B,[]
Showstopper,https://www.spoj.com/problems/MSE07E,MSE07E,[]
Fast Maximum Matching,https://www.spoj.com/problems/MATCHING,MATCHING,"['max-flow', 'matching']"
Payment System,https://www.spoj.com/problems/MSE06E,MSE06E,[]
Japan,https://www.spoj.com/problems/MSE06H,MSE06H,"['graph', 'bipartite-graph']"
"""Shortest"" pair of paths ",https://www.spoj.com/problems/MSE06I,MSE06I,['max-flow']
Wandering Queen,https://www.spoj.com/problems/QUEEN,QUEEN,['bfs']
Pilots,https://www.spoj.com/problems/MPILOT,MPILOT,['dynamic-programming']
Train TimeTable,https://www.spoj.com/problems/TTTABLE,TTTABLE,['ad-hoc-1']
rotate it,https://www.spoj.com/problems/BFROTATE,BFROTATE,[]
Rectangles,https://www.spoj.com/problems/AE00,AE00,['ad-hoc-1']
"(K,N)-Knight",https://www.spoj.com/problems/AE2B,AE2B,[]
Dice,https://www.spoj.com/problems/AE2A,AE2A,['dynamic-programming']
Drilling,https://www.spoj.com/problems/AE3A,AE3A,[]
The way to Bytemountain,https://www.spoj.com/problems/AE4B,AE4B,[]
Stamps,https://www.spoj.com/problems/AE4A,AE4A,[]
Byteantean towns,https://www.spoj.com/problems/AE5B1,AE5B1,[]
Circular game,https://www.spoj.com/problems/AE5A1,AE5A1,['bubble-cup-6-round-1']
Permutacja,https://www.spoj.com/problems/AE5B2,AE5B2,[]
Quasi-template,https://www.spoj.com/problems/AE5A2,AE5A2,[]
Catch Fish,https://www.spoj.com/problems/MFISH,MFISH,['dynamic-programming']
The fate of the pineapple,https://www.spoj.com/problems/EVERLAST,EVERLAST,[]
Counting K-Rectangle,https://www.spoj.com/problems/KRECT,KRECT,"['dynamic-programming', 'bitmasks']"
Empty Boxes,https://www.spoj.com/problems/EBOXES,EBOXES,[]
Giá trị lớn nhất 3,https://www.spoj.com/problems/QMAX3VN,QMAX3VN,[]
Snowflakes,https://www.spoj.com/problems/TWINSNOW,TWINSNOW,[]
Twofive,https://www.spoj.com/problems/TABLE5X5,TABLE5X5,[]
Cards shuffing,https://www.spoj.com/problems/CARDSHUF,CARDSHUF,[]
Counting Arborescence,https://www.spoj.com/problems/DAGCNT,DAGCNT,[]
Build a Fence,https://www.spoj.com/problems/FENCE1,FENCE1,['math']
Circle vs Triangle,https://www.spoj.com/problems/AREA1,AREA1,[]
Repair the Door,https://www.spoj.com/problems/REPAIR1,REPAIR1,"['math', 'probability-theory', 'dynamic-programming']"
Counting Expressions,https://www.spoj.com/problems/EXPR3,EXPR3,[]
"Factorization, Factorization, Factorization",https://www.spoj.com/problems/FACTOR1,FACTOR1,[]
Gem,https://www.spoj.com/problems/GEM,GEM,['simulations']
Highway,https://www.spoj.com/problems/HIGHWAY1,HIGHWAY1,[]
Power of Integer,https://www.spoj.com/problems/INTEGER1,INTEGER1,['binary-search']
Jumping Hands,https://www.spoj.com/problems/JUMP1,JUMP1,[]
Counting Graphs,https://www.spoj.com/problems/KPGRAPHS,KPGRAPHS,[]
Irreducible polynomials over GF2,https://www.spoj.com/problems/GF2,GF2,[]
Spelling Lists,https://www.spoj.com/problems/MIB,MIB,['sorting']
Simple Arithmetics II,https://www.spoj.com/problems/ARITH2,ARITH2,['ad-hoc-1']
Bouncing Balls II,https://www.spoj.com/problems/BOBALLS2,BOBALLS2,['math']
Brackets II,https://www.spoj.com/problems/BRCKTS2,BRCKTS2,[]
Going to the Movies,https://www.spoj.com/problems/MOVIE,MOVIE,['math']
Jumbo Airlines,https://www.spoj.com/problems/AIRLINES,AIRLINES,"['dynamic-programming', 'scc']"
Shopping II,https://www.spoj.com/problems/SHOP2,SHOP2,['max-flow']
Rainbow,https://www.spoj.com/problems/RAINBOW2,RAINBOW2,[]
Muzidabutur,https://www.spoj.com/problems/MUZIDA,MUZIDA,[]
A Famous Airport Manager,https://www.spoj.com/problems/AIRLINE2,AIRLINE2,[]
The Ant,https://www.spoj.com/problems/ANTTT,ANTTT,"['geometry', 'scc']"
Flower growing,https://www.spoj.com/problems/FLOWGROW,FLOWGROW,[]
Counting Expressions II,https://www.spoj.com/problems/EXPR4,EXPR4,[]
Chaos Strings,https://www.spoj.com/problems/MCHAOS,MCHAOS,['bitmasks']
Roads Repair,https://www.spoj.com/problems/MROADS,MROADS,['binary-search']
MobiZone vs VinaGone,https://www.spoj.com/problems/MOBIVINA,MOBIVINA,"['max-flow', 'min-cut']"
Can you answer these queries VI,https://www.spoj.com/problems/GSS6,GSS6,['tree']
Primes in GCD Table,https://www.spoj.com/problems/PGCD,PGCD,[]
Binomial Coefficients,https://www.spoj.com/problems/UCI2009B,UCI2009B,['number-theory']
Digger Octaves,https://www.spoj.com/problems/UCI2009D,UCI2009D,['backtracking']
Frog Wrestling,https://www.spoj.com/problems/FROGS,FROGS,[]
String reduction,https://www.spoj.com/problems/STREDUCE,STREDUCE,[]
Determinant of Banded Matrices,https://www.spoj.com/problems/BANDMATR,BANDMATR,['matrix']
Tobo or not Tobo,https://www.spoj.com/problems/ANARC08A,ANARC08A,[]
Adding Sevens,https://www.spoj.com/problems/ANARC08B,ANARC08B,['ad-hoc-1']
Match Maker,https://www.spoj.com/problems/ANARC08C,ANARC08C,[]
Adding up Triangles,https://www.spoj.com/problems/ANARC08D,ANARC08D,[]
Einbahnstrasse,https://www.spoj.com/problems/ANARC08F,ANARC08F,['shortest-path']
Think I will Buy Me a Football Team,https://www.spoj.com/problems/ANARC08G,ANARC08G,"['graph-theory', 'number-theory']"
Musical Chairs,https://www.spoj.com/problems/ANARC08H,ANARC08H,"['game', 'josephus-problem-1']"
I Speak Whales,https://www.spoj.com/problems/ANARC08I,ANARC08I,[]
A Day at the Races,https://www.spoj.com/problems/ANARC08J,ANARC08J,[]
The Double HeLiX,https://www.spoj.com/problems/ANARC05B,ANARC05B,"['dynamic-programming', 'binary-search']"
Chop Ahoy! Revisited!,https://www.spoj.com/problems/ANARC05H,ANARC05H,['dynamic-programming']
What is your Logo,https://www.spoj.com/problems/ANARC05I,ANARC05I,[]
Rotating Rings,https://www.spoj.com/problems/ANARC07C,ANARC07C,['simulations']
Let go to the movies,https://www.spoj.com/problems/ANARC07G,ANARC07G,['dynamic-programming']
Riding in cycles,https://www.spoj.com/problems/CYCLERUN,CYCLERUN,[]
ABCDEF,https://www.spoj.com/problems/ABCDEF,ABCDEF,['binary-search']
Star Wars,https://www.spoj.com/problems/GCJ08C,GCJ08C,[]
Texas Trip,https://www.spoj.com/problems/WLOO0707,WLOO0707,[]
Electric Fences,https://www.spoj.com/problems/FENCE3,FENCE3,[]
SETI,https://www.spoj.com/problems/NWERC04H,NWERC04H,[]
Arithmetic sequence,https://www.spoj.com/problems/ARITHSEQ,ARITHSEQ,[]
Proving Equivalences,https://www.spoj.com/problems/PMATRIX,PMATRIX,[]
Cross Mountain Climb,https://www.spoj.com/problems/CCROSS,CCROSS,[]
Gas Wars,https://www.spoj.com/problems/GASWARS,GASWARS,[]
Help Hemant Verma,https://www.spoj.com/problems/HHEMANT,HHEMANT,[]
Wireless,https://www.spoj.com/problems/WIRELESS,WIRELESS,[]
Gremlins,https://www.spoj.com/problems/GREMLINS,GREMLINS,[]
Cross Mountain Climb Extreme,https://www.spoj.com/problems/CCROSSX,CCROSSX,[]
Yanu in Movie theatre,https://www.spoj.com/problems/FUNPROB,FUNPROB,['math']
Twice,https://www.spoj.com/problems/TWICE,TWICE,[]
Grid Points in a Triangle,https://www.spoj.com/problems/GPINTRI,GPINTRI,[]
Strategy game,https://www.spoj.com/problems/HS09GAME,HS09GAME,[]
Diophantine equation,https://www.spoj.com/problems/HS09EQ,HS09EQ,[]
Starship,https://www.spoj.com/problems/HS09SHIP,HS09SHIP,[]
ZSequence,https://www.spoj.com/problems/ZSEQ,ZSEQ,[]
Ant,https://www.spoj.com/problems/PA06ANT,PA06ANT,"['graph-theory', 'number-theory']"
Bridge,https://www.spoj.com/problems/BRI,BRI,[]
Words on graphs,https://www.spoj.com/problems/AMBIG,AMBIG,[]
Counting in a DAG,https://www.spoj.com/problems/DAGCNT2,DAGCNT2,[]
Run-Length Mathematics,https://www.spoj.com/problems/RLM,RLM,[]
Integer Factorization (20 digits),https://www.spoj.com/problems/FACT1,FACT1,['fast-prime-factorization']
Integer Factorization (15 digits),https://www.spoj.com/problems/FACT0,FACT0,['number-theory']
Integer Factorization (29 digits),https://www.spoj.com/problems/FACT2,FACT2,['fast-prime-factorization']
Bridges! More bridges!,https://www.spoj.com/problems/BRII,BRII,[]
Goal for Raúl,https://www.spoj.com/problems/GOALFR,GOALFR,['geometry']
Madrids One Way Streets,https://www.spoj.com/problems/MOWS,MOWS,[]
Traveling Salesman,https://www.spoj.com/problems/FAKETSP,FAKETSP,[]
Lost in Madrid,https://www.spoj.com/problems/LIM,LIM,['matrix']
Library for Madrid,https://www.spoj.com/problems/LFM,LFM,[]
Crazy Receptionist,https://www.spoj.com/problems/CRAZYR,CRAZYR,[]
Decode the Castanets,https://www.spoj.com/problems/CASTANET,CASTANET,[]
Guernica,https://www.spoj.com/problems/GUERNICA,GUERNICA,[]
Street Gambler,https://www.spoj.com/problems/STRGAMB,STRGAMB,[]
Discrete Math Problem,https://www.spoj.com/problems/GCD3,GCD3,[]
Feline Olympics - Mouseball,https://www.spoj.com/problems/MBALL,MBALL,['dynamic-programming']
Pretty Functions,https://www.spoj.com/problems/PRETTY,PRETTY,[]
Mystic  Craft,https://www.spoj.com/problems/MYSTIC,MYSTIC,"['math', 'dynamic-programming']"
Top 10,https://www.spoj.com/problems/TOP10,TOP10,[]
Spam Detection,https://www.spoj.com/problems/SPAMD,SPAMD,[]
Playing with Marbles,https://www.spoj.com/problems/TUTMRBL,TUTMRBL,['number-theory']
"Two ""Ways""",https://www.spoj.com/problems/SPHIWAY,SPHIWAY,[]
Wine trading in Gergovia,https://www.spoj.com/problems/GERGOVIA,GERGOVIA,['greedy']
Minimal Possible String,https://www.spoj.com/problems/MINSEQ,MINSEQ,[]
Bomb the Bridge,https://www.spoj.com/problems/BOMB,BOMB,[]
A Pair of Graphs,https://www.spoj.com/problems/PAIRGRPH,PAIRGRPH,"['brute-force', 'hangzhou-2008']"
Binary Integer,https://www.spoj.com/problems/BNYINT,BNYINT,['hangzhou-2008']
Cryptography Reloaded (Act I),https://www.spoj.com/problems/CRYPTO6,CRYPTO6,['hangzhou-2008']
